# Media Audit Report

Generated at: 2026-03-12T10:43:53.221494+00:00

Read-only audit scope:
- SELECT queries only against Postgres.
- HTTP HEAD and GET probes only against Supabase Storage.
- No DB writes, no storage writes, no signed-url POSTs.

## SUMMARY

- total media objects: 834
- total media assets: 140
- total lesson media rows: 819
- total storage objects: 780
- missing files: 321 unique objects / 545 DB rows
- mime mismatches: 0
- 0 byte files: 0
- tiny files (<100 bytes): 39
- missing byte_size rows: 3
- invalid buckets: 0
- unsupported formats: 2
- orphaned files (storage without DB): 11
- DB references missing in storage: 545
- orphaned storage GB: 0.489
- DB-missing storage GB: 2.434
- total GB of garbage: 2.923
- orphaned vs valid storage: 1.41% orphaned / 98.59% referenced
- not-ready media_assets: 23

## WHY FILES APPEAR "UNSUPPORTED"

- image/webp is not in the supported playback set (2)
- Private buckets are validated with authenticated HEAD/GET requests. Signed URL POST generation was intentionally avoided to preserve read-only semantics.
- lesson_media.media_asset_id being null is often a legacy/object-backed row, not automatically a corruption case. (727)

## RELATION DIAGNOSTICS

- missing media_asset relations: 0
- missing media_object relations: 0
- lesson_media.media_asset_id null: 727
- missing course cover relations: 0
- unresolvable lesson_media rows: 0

## BROKEN MEDIA

| media_id | storage_path | bucket | reason | source_table |
| 4a08c369-299c-4360-8102-5e6e27bcd361 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/c6e88f10-7097-449f-a7b8-ff10b0518062/4aff73ec-781d-44a6-858b-c018238a3d6d/image/f09aec4c47f847e6981a5e719a2f5505.png | 400 | public-media | c6e88f10-7097-449f-a7b8-ff10b0518062/4aff73ec-781d-44a6-858b-c018238a3d6d/image/f09aec4c47f847e6981a5e719a2f5505.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| d9cf500e-d8e4-4bff-aa75-6b7712dbd77d | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/f8854c47-fc78-4ab8-ab58-cf69570d0d92/bd4802f7-0e12-4a90-b9b6-9b552b9b58c5/image/d085adafac6447f39132d34131c5aa7a.png | 400 | public-media | f8854c47-fc78-4ab8-ab58-cf69570d0d92/bd4802f7-0e12-4a90-b9b6-9b552b9b58c5/image/d085adafac6447f39132d34131c5aa7a.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| d9cf500e-d8e4-4bff-aa75-6b7712dbd77d | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/f8854c47-fc78-4ab8-ab58-cf69570d0d92/bd4802f7-0e12-4a90-b9b6-9b552b9b58c5/image/d085adafac6447f39132d34131c5aa7a.png | 400 | public-media | f8854c47-fc78-4ab8-ab58-cf69570d0d92/bd4802f7-0e12-4a90-b9b6-9b552b9b58c5/image/d085adafac6447f39132d34131c5aa7a.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| 3e4f1cdc-2009-4748-b572-e46416075878 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/f8854c47-fc78-4ab8-ab58-cf69570d0d92/e55ec7c2-5567-4e9b-bd80-df3a6ed59fc3/image/745e067ca40e486e808d5ff8f5197ab5.png | 400 | public-media | f8854c47-fc78-4ab8-ab58-cf69570d0d92/e55ec7c2-5567-4e9b-bd80-df3a6ed59fc3/image/745e067ca40e486e808d5ff8f5197ab5.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| 3e4f1cdc-2009-4748-b572-e46416075878 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/f8854c47-fc78-4ab8-ab58-cf69570d0d92/e55ec7c2-5567-4e9b-bd80-df3a6ed59fc3/image/745e067ca40e486e808d5ff8f5197ab5.png | 400 | public-media | f8854c47-fc78-4ab8-ab58-cf69570d0d92/e55ec7c2-5567-4e9b-bd80-df3a6ed59fc3/image/745e067ca40e486e808d5ff8f5197ab5.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| b78b1ad3-3987-4c68-b809-18bfd85b2a48 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/f8854c47-fc78-4ab8-ab58-cf69570d0d92/ab98ee71-d4c4-4e4a-b016-6ec0b16b27fe/image/eb7cc45f27bb4327b754970068de3898.png | 400 | public-media | f8854c47-fc78-4ab8-ab58-cf69570d0d92/ab98ee71-d4c4-4e4a-b016-6ec0b16b27fe/image/eb7cc45f27bb4327b754970068de3898.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| b78b1ad3-3987-4c68-b809-18bfd85b2a48 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/f8854c47-fc78-4ab8-ab58-cf69570d0d92/ab98ee71-d4c4-4e4a-b016-6ec0b16b27fe/image/eb7cc45f27bb4327b754970068de3898.png | 400 | public-media | f8854c47-fc78-4ab8-ab58-cf69570d0d92/ab98ee71-d4c4-4e4a-b016-6ec0b16b27fe/image/eb7cc45f27bb4327b754970068de3898.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| 23bda468-109c-43f6-81c4-36cf1724f49e | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/aba4e76c-2a2b-4a11-a840-5ecee670ce0f/19a28fbd-d650-4ca4-b10b-61c427c4f4d7/image/501b9b9e20c44b5180e133f24ad40e50.png | 400 | public-media | aba4e76c-2a2b-4a11-a840-5ecee670ce0f/19a28fbd-d650-4ca4-b10b-61c427c4f4d7/image/501b9b9e20c44b5180e133f24ad40e50.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| 23bda468-109c-43f6-81c4-36cf1724f49e | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/aba4e76c-2a2b-4a11-a840-5ecee670ce0f/19a28fbd-d650-4ca4-b10b-61c427c4f4d7/image/501b9b9e20c44b5180e133f24ad40e50.png | 400 | public-media | aba4e76c-2a2b-4a11-a840-5ecee670ce0f/19a28fbd-d650-4ca4-b10b-61c427c4f4d7/image/501b9b9e20c44b5180e133f24ad40e50.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| 4fd1a9e2-0e5c-444d-9c8c-4caaeaa7a6d0 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/aba4e76c-2a2b-4a11-a840-5ecee670ce0f/dbd60587-8dee-42de-880a-0273b325e70b/image/77df4aa29ff7457584f3567ac65b8f05.png | 400 | public-media | aba4e76c-2a2b-4a11-a840-5ecee670ce0f/dbd60587-8dee-42de-880a-0273b325e70b/image/77df4aa29ff7457584f3567ac65b8f05.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| 4fd1a9e2-0e5c-444d-9c8c-4caaeaa7a6d0 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/aba4e76c-2a2b-4a11-a840-5ecee670ce0f/dbd60587-8dee-42de-880a-0273b325e70b/image/77df4aa29ff7457584f3567ac65b8f05.png | 400 | public-media | aba4e76c-2a2b-4a11-a840-5ecee670ce0f/dbd60587-8dee-42de-880a-0273b325e70b/image/77df4aa29ff7457584f3567ac65b8f05.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| 870d4df8-3683-4044-8f01-0019d22f596b | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/aba4e76c-2a2b-4a11-a840-5ecee670ce0f/757a1af9-37da-4236-8e20-4b28969f0f12/image/76e9cd890d4f40c29b10e5b223a06e19.png | 400 | public-media | aba4e76c-2a2b-4a11-a840-5ecee670ce0f/757a1af9-37da-4236-8e20-4b28969f0f12/image/76e9cd890d4f40c29b10e5b223a06e19.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| 870d4df8-3683-4044-8f01-0019d22f596b | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/aba4e76c-2a2b-4a11-a840-5ecee670ce0f/757a1af9-37da-4236-8e20-4b28969f0f12/image/76e9cd890d4f40c29b10e5b223a06e19.png | 400 | public-media | aba4e76c-2a2b-4a11-a840-5ecee670ce0f/757a1af9-37da-4236-8e20-4b28969f0f12/image/76e9cd890d4f40c29b10e5b223a06e19.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| 7c431a7b-6a49-4671-908c-9c63bfa5ae2c | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/31b70b33-9ce6-4595-8491-a1f99719fed1/4bf61669-fe1c-4aa5-b089-7638f0362839/image/7a7ce44dc923477bbec916ae156b2142.png | 400 | public-media | 31b70b33-9ce6-4595-8491-a1f99719fed1/4bf61669-fe1c-4aa5-b089-7638f0362839/image/7a7ce44dc923477bbec916ae156b2142.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| 7c431a7b-6a49-4671-908c-9c63bfa5ae2c | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/31b70b33-9ce6-4595-8491-a1f99719fed1/4bf61669-fe1c-4aa5-b089-7638f0362839/image/7a7ce44dc923477bbec916ae156b2142.png | 400 | public-media | 31b70b33-9ce6-4595-8491-a1f99719fed1/4bf61669-fe1c-4aa5-b089-7638f0362839/image/7a7ce44dc923477bbec916ae156b2142.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| 6b88dc5d-47cd-44ef-bb9e-b7d05c494f6b | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/31b70b33-9ce6-4595-8491-a1f99719fed1/f9be5b42-861e-46bc-a0cb-1401fc586fd5/image/3d7ecd62bcae4929a08f1a375258d4e4.png | 400 | public-media | 31b70b33-9ce6-4595-8491-a1f99719fed1/f9be5b42-861e-46bc-a0cb-1401fc586fd5/image/3d7ecd62bcae4929a08f1a375258d4e4.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| 6b88dc5d-47cd-44ef-bb9e-b7d05c494f6b | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/31b70b33-9ce6-4595-8491-a1f99719fed1/f9be5b42-861e-46bc-a0cb-1401fc586fd5/image/3d7ecd62bcae4929a08f1a375258d4e4.png | 400 | public-media | 31b70b33-9ce6-4595-8491-a1f99719fed1/f9be5b42-861e-46bc-a0cb-1401fc586fd5/image/3d7ecd62bcae4929a08f1a375258d4e4.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| 1485840f-c158-4cf3-9822-be0a6c878c87 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/c698122c-da57-41ef-85f2-3d78cd4dce6d/caa47f60-bca0-43aa-b068-cc235bd7b18e/image/e806673fe45c414ca2e656427d2e53b9.png | 400 | public-media | c698122c-da57-41ef-85f2-3d78cd4dce6d/caa47f60-bca0-43aa-b068-cc235bd7b18e/image/e806673fe45c414ca2e656427d2e53b9.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| 1485840f-c158-4cf3-9822-be0a6c878c87 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/c698122c-da57-41ef-85f2-3d78cd4dce6d/caa47f60-bca0-43aa-b068-cc235bd7b18e/image/e806673fe45c414ca2e656427d2e53b9.png | 400 | public-media | c698122c-da57-41ef-85f2-3d78cd4dce6d/caa47f60-bca0-43aa-b068-cc235bd7b18e/image/e806673fe45c414ca2e656427d2e53b9.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| a014ae45-eb87-4b91-af13-8e77dd223d64 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/c55dcdd1-858f-4067-8865-fece7cd18fe2/00478dec-c8e7-4f41-9a1e-e116a4920708/image/deac40b1c15444f5a4a867ade0d56131.png | 400 | public-media | c55dcdd1-858f-4067-8865-fece7cd18fe2/00478dec-c8e7-4f41-9a1e-e116a4920708/image/deac40b1c15444f5a4a867ade0d56131.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| a014ae45-eb87-4b91-af13-8e77dd223d64 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/c55dcdd1-858f-4067-8865-fece7cd18fe2/00478dec-c8e7-4f41-9a1e-e116a4920708/image/deac40b1c15444f5a4a867ade0d56131.png | 400 | public-media | c55dcdd1-858f-4067-8865-fece7cd18fe2/00478dec-c8e7-4f41-9a1e-e116a4920708/image/deac40b1c15444f5a4a867ade0d56131.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| b919ee7f-5019-4114-a0f4-ce0f4aa019f9 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/c55dcdd1-858f-4067-8865-fece7cd18fe2/1ae64457-109e-4586-9330-ac1b4b0cd1f8/image/551f2b66a8454a468d5efad9235397f9.png | 400 | public-media | c55dcdd1-858f-4067-8865-fece7cd18fe2/1ae64457-109e-4586-9330-ac1b4b0cd1f8/image/551f2b66a8454a468d5efad9235397f9.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| b919ee7f-5019-4114-a0f4-ce0f4aa019f9 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/c55dcdd1-858f-4067-8865-fece7cd18fe2/1ae64457-109e-4586-9330-ac1b4b0cd1f8/image/551f2b66a8454a468d5efad9235397f9.png | 400 | public-media | c55dcdd1-858f-4067-8865-fece7cd18fe2/1ae64457-109e-4586-9330-ac1b4b0cd1f8/image/551f2b66a8454a468d5efad9235397f9.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| 21e3dafb-d137-401a-bd82-9f1cde2720f8 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/be6de80a-36ef-44f6-a92b-c5255b89d24e/4a23ef8f-5877-4285-b97a-f0ee8a44e9f1/image/184698aeb2e24084872dfb65f44cd590.png | 400 | public-media | be6de80a-36ef-44f6-a92b-c5255b89d24e/4a23ef8f-5877-4285-b97a-f0ee8a44e9f1/image/184698aeb2e24084872dfb65f44cd590.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| 21e3dafb-d137-401a-bd82-9f1cde2720f8 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/be6de80a-36ef-44f6-a92b-c5255b89d24e/4a23ef8f-5877-4285-b97a-f0ee8a44e9f1/image/184698aeb2e24084872dfb65f44cd590.png | 400 | public-media | be6de80a-36ef-44f6-a92b-c5255b89d24e/4a23ef8f-5877-4285-b97a-f0ee8a44e9f1/image/184698aeb2e24084872dfb65f44cd590.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| c8fa0305-19e7-4d0e-81af-e5188cb41bb6 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/be6de80a-36ef-44f6-a92b-c5255b89d24e/935c92c0-761b-4de8-aa31-83688422483c/image/f46f4591f50c47e38d9edf90af706851.png | 400 | public-media | be6de80a-36ef-44f6-a92b-c5255b89d24e/935c92c0-761b-4de8-aa31-83688422483c/image/f46f4591f50c47e38d9edf90af706851.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| c8fa0305-19e7-4d0e-81af-e5188cb41bb6 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/be6de80a-36ef-44f6-a92b-c5255b89d24e/935c92c0-761b-4de8-aa31-83688422483c/image/f46f4591f50c47e38d9edf90af706851.png | 400 | public-media | be6de80a-36ef-44f6-a92b-c5255b89d24e/935c92c0-761b-4de8-aa31-83688422483c/image/f46f4591f50c47e38d9edf90af706851.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| c447c793-0261-4a7d-a39c-ed6e96116a50 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/be6de80a-36ef-44f6-a92b-c5255b89d24e/f63e46c4-37a7-4943-9712-bf08aac3fdbe/image/e28cc699300846d7a20109bd08a92879.png | 400 | public-media | be6de80a-36ef-44f6-a92b-c5255b89d24e/f63e46c4-37a7-4943-9712-bf08aac3fdbe/image/e28cc699300846d7a20109bd08a92879.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| c447c793-0261-4a7d-a39c-ed6e96116a50 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/be6de80a-36ef-44f6-a92b-c5255b89d24e/f63e46c4-37a7-4943-9712-bf08aac3fdbe/image/e28cc699300846d7a20109bd08a92879.png | 400 | public-media | be6de80a-36ef-44f6-a92b-c5255b89d24e/f63e46c4-37a7-4943-9712-bf08aac3fdbe/image/e28cc699300846d7a20109bd08a92879.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| 9f2ed09d-999d-41e4-95fd-7441dc274a7f | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/be6de80a-36ef-44f6-a92b-c5255b89d24e/4e185aa6-6749-45f8-9e12-4b50f8db1e75/image/7cf10f14d0524c588fcd7e9620136099.png | 400 | public-media | be6de80a-36ef-44f6-a92b-c5255b89d24e/4e185aa6-6749-45f8-9e12-4b50f8db1e75/image/7cf10f14d0524c588fcd7e9620136099.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| 9f2ed09d-999d-41e4-95fd-7441dc274a7f | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/be6de80a-36ef-44f6-a92b-c5255b89d24e/4e185aa6-6749-45f8-9e12-4b50f8db1e75/image/7cf10f14d0524c588fcd7e9620136099.png | 400 | public-media | be6de80a-36ef-44f6-a92b-c5255b89d24e/4e185aa6-6749-45f8-9e12-4b50f8db1e75/image/7cf10f14d0524c588fcd7e9620136099.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| 6d20d1de-fdf0-4df7-b1c7-1650a31d0668 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/be6de80a-36ef-44f6-a92b-c5255b89d24e/caa4a7af-611d-4cd4-8aef-06f57ed86fa0/image/325ecd45ee8242a4964f7d17fc949b32.png | 400 | public-media | be6de80a-36ef-44f6-a92b-c5255b89d24e/caa4a7af-611d-4cd4-8aef-06f57ed86fa0/image/325ecd45ee8242a4964f7d17fc949b32.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| 6d20d1de-fdf0-4df7-b1c7-1650a31d0668 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/be6de80a-36ef-44f6-a92b-c5255b89d24e/caa4a7af-611d-4cd4-8aef-06f57ed86fa0/image/325ecd45ee8242a4964f7d17fc949b32.png | 400 | public-media | be6de80a-36ef-44f6-a92b-c5255b89d24e/caa4a7af-611d-4cd4-8aef-06f57ed86fa0/image/325ecd45ee8242a4964f7d17fc949b32.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| 10320855-d024-4ed7-87ad-59390dc0d221 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/be6de80a-36ef-44f6-a92b-c5255b89d24e/d6149cde-abbf-4768-a8a1-4bd8fe685af2/image/2989c2ec09a34c8f923119df090d65d6.png | 400 | public-media | be6de80a-36ef-44f6-a92b-c5255b89d24e/d6149cde-abbf-4768-a8a1-4bd8fe685af2/image/2989c2ec09a34c8f923119df090d65d6.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| 10320855-d024-4ed7-87ad-59390dc0d221 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/be6de80a-36ef-44f6-a92b-c5255b89d24e/d6149cde-abbf-4768-a8a1-4bd8fe685af2/image/2989c2ec09a34c8f923119df090d65d6.png | 400 | public-media | be6de80a-36ef-44f6-a92b-c5255b89d24e/d6149cde-abbf-4768-a8a1-4bd8fe685af2/image/2989c2ec09a34c8f923119df090d65d6.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| 678e8a6f-2a42-4143-bd9a-65fc2bbd49f8 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/be6de80a-36ef-44f6-a92b-c5255b89d24e/d6149cde-abbf-4768-a8a1-4bd8fe685af2/image/bf60ff61471e4a25a011723588e9f203.png | 400 | public-media | be6de80a-36ef-44f6-a92b-c5255b89d24e/d6149cde-abbf-4768-a8a1-4bd8fe685af2/image/bf60ff61471e4a25a011723588e9f203.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| 678e8a6f-2a42-4143-bd9a-65fc2bbd49f8 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/be6de80a-36ef-44f6-a92b-c5255b89d24e/d6149cde-abbf-4768-a8a1-4bd8fe685af2/image/bf60ff61471e4a25a011723588e9f203.png | 400 | public-media | be6de80a-36ef-44f6-a92b-c5255b89d24e/d6149cde-abbf-4768-a8a1-4bd8fe685af2/image/bf60ff61471e4a25a011723588e9f203.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| 74131658-1102-42f1-88e4-22889581abdb | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/2083bc27-316e-4119-8916-5f22727955f9/6afb2d27-4ac1-4c40-9967-4f0f62884ef6/image/6ecaa92eb2474d9fa682d17a272910c1.png | 400 | public-media | 2083bc27-316e-4119-8916-5f22727955f9/6afb2d27-4ac1-4c40-9967-4f0f62884ef6/image/6ecaa92eb2474d9fa682d17a272910c1.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| 74131658-1102-42f1-88e4-22889581abdb | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/2083bc27-316e-4119-8916-5f22727955f9/6afb2d27-4ac1-4c40-9967-4f0f62884ef6/image/6ecaa92eb2474d9fa682d17a272910c1.png | 400 | public-media | 2083bc27-316e-4119-8916-5f22727955f9/6afb2d27-4ac1-4c40-9967-4f0f62884ef6/image/6ecaa92eb2474d9fa682d17a272910c1.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| 07e2c328-ac85-401a-9556-0f82ecee3f9c | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/2083bc27-316e-4119-8916-5f22727955f9/d691d3dc-7d08-4f05-a8a9-784497a4fd6c/image/624fb8abb570461c95583ba7248079d8.png | 400 | public-media | 2083bc27-316e-4119-8916-5f22727955f9/d691d3dc-7d08-4f05-a8a9-784497a4fd6c/image/624fb8abb570461c95583ba7248079d8.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| 07e2c328-ac85-401a-9556-0f82ecee3f9c | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/2083bc27-316e-4119-8916-5f22727955f9/d691d3dc-7d08-4f05-a8a9-784497a4fd6c/image/624fb8abb570461c95583ba7248079d8.png | 400 | public-media | 2083bc27-316e-4119-8916-5f22727955f9/d691d3dc-7d08-4f05-a8a9-784497a4fd6c/image/624fb8abb570461c95583ba7248079d8.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| 5a5d14e4-460b-4564-bc01-e626dc755e8b | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/2083bc27-316e-4119-8916-5f22727955f9/3a6a7ac9-4711-49b0-bd86-ceeb7921fb8d/image/5eff19ad837845af985b42f072a58aac.png | 400 | public-media | 2083bc27-316e-4119-8916-5f22727955f9/3a6a7ac9-4711-49b0-bd86-ceeb7921fb8d/image/5eff19ad837845af985b42f072a58aac.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| 5a5d14e4-460b-4564-bc01-e626dc755e8b | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/public/public-media/2083bc27-316e-4119-8916-5f22727955f9/3a6a7ac9-4711-49b0-bd86-ceeb7921fb8d/image/5eff19ad837845af985b42f072a58aac.png | 400 | public-media | 2083bc27-316e-4119-8916-5f22727955f9/3a6a7ac9-4711-49b0-bd86-ceeb7921fb8d/image/5eff19ad837845af985b42f072a58aac.png | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| ed324df6-e479-4abc-b732-7a7e4e5ce07e | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/c55dcdd1-858f-4067-8865-fece7cd18fe2/4512488e-3fcd-4a83-b94d-84d05806b43f/audio/6e8645a9981b49ae995550e9687fb3bf.m4a | 400 | course-media | c55dcdd1-858f-4067-8865-fece7cd18fe2/4512488e-3fcd-4a83-b94d-84d05806b43f/audio/6e8645a9981b49ae995550e9687fb3bf.m4a | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| ed324df6-e479-4abc-b732-7a7e4e5ce07e | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/c55dcdd1-858f-4067-8865-fece7cd18fe2/4512488e-3fcd-4a83-b94d-84d05806b43f/audio/6e8645a9981b49ae995550e9687fb3bf.m4a | 400 | course-media | c55dcdd1-858f-4067-8865-fece7cd18fe2/4512488e-3fcd-4a83-b94d-84d05806b43f/audio/6e8645a9981b49ae995550e9687fb3bf.m4a | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| 9e157b95-ae11-4b2d-9a57-69c7c1548ecd | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/2083bc27-316e-4119-8916-5f22727955f9/6afb2d27-4ac1-4c40-9967-4f0f62884ef6/audio/d69dcf533d514efcaa7a4a8fcc1bafb2.m4a | 400 | course-media | 2083bc27-316e-4119-8916-5f22727955f9/6afb2d27-4ac1-4c40-9967-4f0f62884ef6/audio/d69dcf533d514efcaa7a4a8fcc1bafb2.m4a | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
| 9e157b95-ae11-4b2d-9a57-69c7c1548ecd | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/2083bc27-316e-4119-8916-5f22727955f9/6afb2d27-4ac1-4c40-9967-4f0f62884ef6/audio/d69dcf533d514efcaa7a4a8fcc1bafb2.m4a | 400 | course-media | 2083bc27-316e-4119-8916-5f22727955f9/6afb2d27-4ac1-4c40-9967-4f0f62884ef6/audio/d69dcf533d514efcaa7a4a8fcc1bafb2.m4a | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.lesson_media |
