# Media Audit Report

Generated at: 2026-03-12T10:43:53.221494+00:00

Read-only audit scope:
- SELECT queries only against Postgres.
- HTTP HEAD and GET probes only against Supabase Storage.
- No DB writes, no storage writes, no signed-url POSTs.

## SUMMARY

- total media objects: 834
- total media assets: 140
- total lesson media rows: 819
- total storage objects: 780
- missing files: 321 unique objects / 545 DB rows
- mime mismatches: 0
- 0 byte files: 0
- tiny files (<100 bytes): 39
- missing byte_size rows: 3
- invalid buckets: 0
- unsupported formats: 2
- orphaned files (storage without DB): 11
- DB references missing in storage: 545
- orphaned storage GB: 0.489
- DB-missing storage GB: 2.434
- total GB of garbage: 2.923
- orphaned vs valid storage: 1.41% orphaned / 98.59% referenced
- not-ready media_assets: 23

## WHY FILES APPEAR "UNSUPPORTED"

- image/webp is not in the supported playback set (2)
- Private buckets are validated with authenticated HEAD/GET requests. Signed URL POST generation was intentionally avoided to preserve read-only semantics.
- lesson_media.media_asset_id being null is often a legacy/object-backed row, not automatically a corruption case. (727)

## RELATION DIAGNOSTICS

- missing media_asset relations: 0
- missing media_object relations: 0
- lesson_media.media_asset_id null: 727
- missing course cover relations: 0
- unresolvable lesson_media rows: 0

## BROKEN MEDIA

| media_id | storage_path | bucket | reason | source_table |
| 7fdb59c5-2f23-4509-a497-d536e3fa5cb1 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/ac78172c-d103-4dde-bcee-745bf3fe0fbe/2e08dd2f-8006-452c-ab62-b9019bea41fd/audio/e371f930c1e642abb0437464a3dbdf2a.mp3 | 400 | course-media | ac78172c-d103-4dde-bcee-745bf3fe0fbe/2e08dd2f-8006-452c-ab62-b9019bea41fd/audio/e371f930c1e642abb0437464a3dbdf2a.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| 01663172-95f6-4050-9292-bd4ae225c2aa | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/f76eda60-22fa-440b-8760-c3bc4a20405f/audio/be58458fd165468c92f57506fb8f6465.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/f76eda60-22fa-440b-8760-c3bc4a20405f/audio/be58458fd165468c92f57506fb8f6465.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| 01663172-95f6-4050-9292-bd4ae225c2aa | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/f76eda60-22fa-440b-8760-c3bc4a20405f/audio/be58458fd165468c92f57506fb8f6465.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/f76eda60-22fa-440b-8760-c3bc4a20405f/audio/be58458fd165468c92f57506fb8f6465.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| 2858d8fd-dd0f-4845-ac8a-832f01d725cb | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/e2b571f6-e7cf-45f9-a81a-e4dc28e8a4f9/audio/70ba3d3eb6d34ef6a3f54d81f98b603f.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/e2b571f6-e7cf-45f9-a81a-e4dc28e8a4f9/audio/70ba3d3eb6d34ef6a3f54d81f98b603f.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| 2858d8fd-dd0f-4845-ac8a-832f01d725cb | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/e2b571f6-e7cf-45f9-a81a-e4dc28e8a4f9/audio/70ba3d3eb6d34ef6a3f54d81f98b603f.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/e2b571f6-e7cf-45f9-a81a-e4dc28e8a4f9/audio/70ba3d3eb6d34ef6a3f54d81f98b603f.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| cef15be2-57d9-4a28-9769-0dbcc9b5b707 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/ae52784a-4c45-4851-9a75-c77feb35e6ff/audio/e6c1ceb2803d404c86700935ef4b3700.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/ae52784a-4c45-4851-9a75-c77feb35e6ff/audio/e6c1ceb2803d404c86700935ef4b3700.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| cef15be2-57d9-4a28-9769-0dbcc9b5b707 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/ae52784a-4c45-4851-9a75-c77feb35e6ff/audio/e6c1ceb2803d404c86700935ef4b3700.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/ae52784a-4c45-4851-9a75-c77feb35e6ff/audio/e6c1ceb2803d404c86700935ef4b3700.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| b14108a1-d4b9-4bc4-bcd2-0a19b5201725 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/8634df7c-6164-4d45-9269-3c4d33534563/audio/5946c0b913d0416da617286f85277db7.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/8634df7c-6164-4d45-9269-3c4d33534563/audio/5946c0b913d0416da617286f85277db7.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| b14108a1-d4b9-4bc4-bcd2-0a19b5201725 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/8634df7c-6164-4d45-9269-3c4d33534563/audio/5946c0b913d0416da617286f85277db7.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/8634df7c-6164-4d45-9269-3c4d33534563/audio/5946c0b913d0416da617286f85277db7.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| 03fcb9e5-08fc-4d8a-9ef6-2bc94bffa763 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/39f6ea2d-6079-42a1-a312-28e24ba11046/audio/db5cef6409ab4390a3ec3a116fab8eb4.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/39f6ea2d-6079-42a1-a312-28e24ba11046/audio/db5cef6409ab4390a3ec3a116fab8eb4.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| 03fcb9e5-08fc-4d8a-9ef6-2bc94bffa763 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/39f6ea2d-6079-42a1-a312-28e24ba11046/audio/db5cef6409ab4390a3ec3a116fab8eb4.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/39f6ea2d-6079-42a1-a312-28e24ba11046/audio/db5cef6409ab4390a3ec3a116fab8eb4.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| 77b09c2f-8710-4f00-a45d-07044eee4f4f | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/7e49168b-6b59-490a-acd6-347a11a60f39/audio/18790c29b6ac4df3af1f3fed939f0e89.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/7e49168b-6b59-490a-acd6-347a11a60f39/audio/18790c29b6ac4df3af1f3fed939f0e89.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| 77b09c2f-8710-4f00-a45d-07044eee4f4f | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/7e49168b-6b59-490a-acd6-347a11a60f39/audio/18790c29b6ac4df3af1f3fed939f0e89.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/7e49168b-6b59-490a-acd6-347a11a60f39/audio/18790c29b6ac4df3af1f3fed939f0e89.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| 102cbc41-0708-47b6-9b01-c7abd7e6b7b3 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/68406be5-a692-4c81-a524-704592105ea0/audio/dbd1f97ef1584e4f83a15bc8e53d716a.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/68406be5-a692-4c81-a524-704592105ea0/audio/dbd1f97ef1584e4f83a15bc8e53d716a.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| 102cbc41-0708-47b6-9b01-c7abd7e6b7b3 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/68406be5-a692-4c81-a524-704592105ea0/audio/dbd1f97ef1584e4f83a15bc8e53d716a.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/68406be5-a692-4c81-a524-704592105ea0/audio/dbd1f97ef1584e4f83a15bc8e53d716a.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| 717b0754-0b39-49dc-a977-549179ed7d22 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/f2334c4c-97c8-495c-afa3-d483ef054883/audio/1c988552a7e4497fbb6909c5c54af433.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/f2334c4c-97c8-495c-afa3-d483ef054883/audio/1c988552a7e4497fbb6909c5c54af433.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| 717b0754-0b39-49dc-a977-549179ed7d22 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/f2334c4c-97c8-495c-afa3-d483ef054883/audio/1c988552a7e4497fbb6909c5c54af433.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/f2334c4c-97c8-495c-afa3-d483ef054883/audio/1c988552a7e4497fbb6909c5c54af433.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| 9750f2ad-12ce-4c2c-9898-c5354bb692a2 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/d9236ef8-92a7-4fc1-94fe-d691748d833d/audio/24760949ed01406ca9518f434fc83116.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/d9236ef8-92a7-4fc1-94fe-d691748d833d/audio/24760949ed01406ca9518f434fc83116.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| 9750f2ad-12ce-4c2c-9898-c5354bb692a2 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/d9236ef8-92a7-4fc1-94fe-d691748d833d/audio/24760949ed01406ca9518f434fc83116.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/d9236ef8-92a7-4fc1-94fe-d691748d833d/audio/24760949ed01406ca9518f434fc83116.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| 925ea208-4f10-4393-920b-e5854ffc91d8 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/51eeb886-7bc6-4600-b6e5-91191ad01712/audio/bea5bc3da4464030a9ccd5460b9847ac.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/51eeb886-7bc6-4600-b6e5-91191ad01712/audio/bea5bc3da4464030a9ccd5460b9847ac.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| 925ea208-4f10-4393-920b-e5854ffc91d8 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/51eeb886-7bc6-4600-b6e5-91191ad01712/audio/bea5bc3da4464030a9ccd5460b9847ac.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/51eeb886-7bc6-4600-b6e5-91191ad01712/audio/bea5bc3da4464030a9ccd5460b9847ac.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| 27139009-c98d-49ab-a075-3cad1328b331 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/23ca45be-1adf-4f53-abac-c604afbce452/audio/0d52832b1a30449f91a664253b1f1b43.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/23ca45be-1adf-4f53-abac-c604afbce452/audio/0d52832b1a30449f91a664253b1f1b43.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| 27139009-c98d-49ab-a075-3cad1328b331 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/23ca45be-1adf-4f53-abac-c604afbce452/audio/0d52832b1a30449f91a664253b1f1b43.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/23ca45be-1adf-4f53-abac-c604afbce452/audio/0d52832b1a30449f91a664253b1f1b43.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| 1c859de1-b79e-4297-bf98-79b88b1b0d4d | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/2e0ba30e-f993-4c01-9c8b-acc4996d0e8e/audio/988d41f7e81d49d5924018b4919a5f5e.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/2e0ba30e-f993-4c01-9c8b-acc4996d0e8e/audio/988d41f7e81d49d5924018b4919a5f5e.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| 1c859de1-b79e-4297-bf98-79b88b1b0d4d | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/2e0ba30e-f993-4c01-9c8b-acc4996d0e8e/audio/988d41f7e81d49d5924018b4919a5f5e.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/2e0ba30e-f993-4c01-9c8b-acc4996d0e8e/audio/988d41f7e81d49d5924018b4919a5f5e.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| 3250d498-6c8e-4ab9-9ac8-18065d8d531f | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/321451ce-5a12-4e50-8b17-fe5a7732d64c/audio/c28af607077a46c9806a0cd63cd410df.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/321451ce-5a12-4e50-8b17-fe5a7732d64c/audio/c28af607077a46c9806a0cd63cd410df.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| 3250d498-6c8e-4ab9-9ac8-18065d8d531f | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/321451ce-5a12-4e50-8b17-fe5a7732d64c/audio/c28af607077a46c9806a0cd63cd410df.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/321451ce-5a12-4e50-8b17-fe5a7732d64c/audio/c28af607077a46c9806a0cd63cd410df.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| 9c1d82e4-b62e-4a33-958a-a4e164b2ed87 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/132b41e5-f1c4-43b0-a488-3d217df969d9/audio/0d65ce499ad947269927829d79fff4f9.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/132b41e5-f1c4-43b0-a488-3d217df969d9/audio/0d65ce499ad947269927829d79fff4f9.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| 9c1d82e4-b62e-4a33-958a-a4e164b2ed87 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/132b41e5-f1c4-43b0-a488-3d217df969d9/audio/0d65ce499ad947269927829d79fff4f9.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/132b41e5-f1c4-43b0-a488-3d217df969d9/audio/0d65ce499ad947269927829d79fff4f9.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| eea3e6b3-1aab-4ba5-b886-4d25679d3397 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/16cc41b2-c2f5-420a-a58d-5a6de48af6b1/audio/890ad13208c94d47be3a19abbac0c24a.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/16cc41b2-c2f5-420a-a58d-5a6de48af6b1/audio/890ad13208c94d47be3a19abbac0c24a.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| eea3e6b3-1aab-4ba5-b886-4d25679d3397 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/16cc41b2-c2f5-420a-a58d-5a6de48af6b1/audio/890ad13208c94d47be3a19abbac0c24a.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/16cc41b2-c2f5-420a-a58d-5a6de48af6b1/audio/890ad13208c94d47be3a19abbac0c24a.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| d0e4f65d-07c5-45a0-80d5-370466726678 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/23143c96-ff56-429b-ab2e-440dfe55d2a6/audio/11c266293d9f452f9cd8871d82cb00a9.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/23143c96-ff56-429b-ab2e-440dfe55d2a6/audio/11c266293d9f452f9cd8871d82cb00a9.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| d0e4f65d-07c5-45a0-80d5-370466726678 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/23143c96-ff56-429b-ab2e-440dfe55d2a6/audio/11c266293d9f452f9cd8871d82cb00a9.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/23143c96-ff56-429b-ab2e-440dfe55d2a6/audio/11c266293d9f452f9cd8871d82cb00a9.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| 760a000d-8790-4719-91fa-eb221475f12b | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/7152fa4c-628d-4deb-88ae-c96d81047712/audio/81fc7e8022e54bdaaa09538388645172.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/7152fa4c-628d-4deb-88ae-c96d81047712/audio/81fc7e8022e54bdaaa09538388645172.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| 760a000d-8790-4719-91fa-eb221475f12b | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/7152fa4c-628d-4deb-88ae-c96d81047712/audio/81fc7e8022e54bdaaa09538388645172.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/7152fa4c-628d-4deb-88ae-c96d81047712/audio/81fc7e8022e54bdaaa09538388645172.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| 35318941-8e0c-4c9a-8c2b-278e495d9f3a | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/eb87712f-d590-40d7-940d-d06fc48c2636/audio/7a74c9c650ae41c48f355d2c9cd37d41.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/eb87712f-d590-40d7-940d-d06fc48c2636/audio/7a74c9c650ae41c48f355d2c9cd37d41.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| 35318941-8e0c-4c9a-8c2b-278e495d9f3a | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/eb87712f-d590-40d7-940d-d06fc48c2636/audio/7a74c9c650ae41c48f355d2c9cd37d41.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/eb87712f-d590-40d7-940d-d06fc48c2636/audio/7a74c9c650ae41c48f355d2c9cd37d41.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| 28831f1b-9dac-49f2-b2a7-e434206bb0ad | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/65f848d3-00ca-426b-854a-e490a179d243/audio/177efaf953ae4224b30458e3deb62c28.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/65f848d3-00ca-426b-854a-e490a179d243/audio/177efaf953ae4224b30458e3deb62c28.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| 28831f1b-9dac-49f2-b2a7-e434206bb0ad | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/65f848d3-00ca-426b-854a-e490a179d243/audio/177efaf953ae4224b30458e3deb62c28.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/65f848d3-00ca-426b-854a-e490a179d243/audio/177efaf953ae4224b30458e3deb62c28.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| 7c2318ef-d81b-45eb-9dd4-5d7578947665 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/07cee115-ea2f-4ae4-9cde-f22a0f7bf731/audio/19de1d182a6242b3af4960944c9655ca.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/07cee115-ea2f-4ae4-9cde-f22a0f7bf731/audio/19de1d182a6242b3af4960944c9655ca.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| 7c2318ef-d81b-45eb-9dd4-5d7578947665 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/07cee115-ea2f-4ae4-9cde-f22a0f7bf731/audio/19de1d182a6242b3af4960944c9655ca.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/07cee115-ea2f-4ae4-9cde-f22a0f7bf731/audio/19de1d182a6242b3af4960944c9655ca.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| 8d447b1b-fe77-4ada-b530-9dc17a6a566e | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/07cee115-ea2f-4ae4-9cde-f22a0f7bf731/audio/f59b6371048a450ca9f93336a3e70083.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/07cee115-ea2f-4ae4-9cde-f22a0f7bf731/audio/f59b6371048a450ca9f93336a3e70083.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| 8d447b1b-fe77-4ada-b530-9dc17a6a566e | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/07cee115-ea2f-4ae4-9cde-f22a0f7bf731/audio/f59b6371048a450ca9f93336a3e70083.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/07cee115-ea2f-4ae4-9cde-f22a0f7bf731/audio/f59b6371048a450ca9f93336a3e70083.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| 25e15a16-7e7a-4d8a-a791-155dabea4fff | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/533b7be0-4bb0-4117-8040-0188b39dc6a4/audio/7b7d5efb21ff463e9127cbc4c3f8b9a3.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/533b7be0-4bb0-4117-8040-0188b39dc6a4/audio/7b7d5efb21ff463e9127cbc4c3f8b9a3.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| 25e15a16-7e7a-4d8a-a791-155dabea4fff | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/533b7be0-4bb0-4117-8040-0188b39dc6a4/audio/7b7d5efb21ff463e9127cbc4c3f8b9a3.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/533b7be0-4bb0-4117-8040-0188b39dc6a4/audio/7b7d5efb21ff463e9127cbc4c3f8b9a3.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| 37159dcd-33bf-4b50-ad09-345c69df2cb0 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/ebb4fd72-983f-4199-b68b-f6ba4580ea7c/audio/031d38fe730b44da85e1a628a1780f33.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/ebb4fd72-983f-4199-b68b-f6ba4580ea7c/audio/031d38fe730b44da85e1a628a1780f33.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
| 37159dcd-33bf-4b50-ad09-345c69df2cb0 | https://aiftpfyrqjhstcnblyhb.supabase.co/storage/v1/object/course-media/15c7cab0-c5b8-41af-b3af-ef732c645106/ebb4fd72-983f-4199-b68b-f6ba4580ea7c/audio/031d38fe730b44da85e1a628a1780f33.mp3 | 400 | course-media | 15c7cab0-c5b8-41af-b3af-ef732c645106/ebb4fd72-983f-4199-b68b-f6ba4580ea7c/audio/031d38fe730b44da85e1a628a1780f33.mp3 | GET range failed: {"statusCode":"404","error":"not_found","message":"Object not found"} | app.media_objects |
